"Superficial_x","Superficial_y","Wing_x","Wing_y","Basal_x","Basal_y","Stem_x","Stem_y"
3462.3,56,3462.3,308,3462.3,14,3462.3,4,
3462.4,56,3462.4,308,3462.4,14,3462.4,4,
3462.5,56,3462.5,308,3462.5,14,3462.5,4,
3462.6,56,3462.6,308,3462.6,14,3462.6,4,
3462.7,56,3462.7,308,3462.7,14,3462.7,4,
3462.8,56,3462.8,308,3462.8,14,3462.8,4,
3462.9,56,3462.9,308,3462.9,14,3462.9,4,
3463,56,3463,308,3463,14,3463,4,
3463.1,56,3463.1,308,3463.1,14,3463.1,4,
3463.2,56,3463.2,308,3463.2,14,3463.2,4,
3463.3,56,3463.3,308,3463.3,14,3463.3,4,
3463.4,56,3463.4,308,3463.4,14,3463.4,4,
3463.5,56,3463.5,308,3463.5,14,3463.5,4,
3463.6,56,3463.6,308,3463.6,14,3463.6,4,
3463.7,56,3463.7,308,3463.7,14,3463.7,4,
3463.8,56,3463.8,307,3463.8,14,3463.8,4,
3463.9,56,3463.9,307,3463.9,14,3463.9,4,
3464,56,3464,307,3464,14,3464,4,
3464.1,55,3464.1,307,3464.1,14,3464.1,4,
3464.2,55,3464.2,307,3464.2,14,3464.2,4,
3464.3,56,3464.3,305,3464.3,14,3464.3,4,
3464.4,56,3464.4,305,3464.4,14,3464.4,4,
3464.5,56,3464.5,305,3464.5,14,3464.5,4,
3464.6,56,3464.6,305,3464.6,14,3464.6,4,
3464.7,56,3464.7,304,3464.7,14,3464.7,4,
3464.8,56,3464.8,304,3464.8,14,3464.8,4,
3464.9,56,3464.9,304,3464.9,14,3464.9,4,
3465,56,3465,304,3465,14,3465,4,
3465.1,56,3465.1,304,3465.1,14,3465.1,4,
3465.2,57,3465.2,303,3465.2,14,3465.2,4,
3465.3,57,3465.3,303,3465.3,14,3465.3,4,
3465.4,57,3465.4,303,3465.4,14,3465.4,4,
3465.5,57,3465.5,303,3465.5,14,3465.5,4,
3465.6,57,3465.6,303,3465.6,15,3465.6,4,
3465.7,57,3465.7,304,3465.7,14,3465.7,4,
3465.8,57,3465.8,306,3465.8,14,3465.8,4,
3465.9,57,3465.9,306,3465.9,14,3465.9,4,
3466,57,3466,306,3466,14,3466,4,
3466.1,57,3466.1,306,3466.1,14,3466.1,4,
3466.2,57,3466.2,306,3466.2,14,3466.2,4,
3466.3,58,3466.3,305,3466.3,14,3466.3,4,
3466.4,58,3466.4,305,3466.4,14,3466.4,4,
3466.5,57,3466.5,305,3466.5,14,3466.5,4,
3466.6,56,3466.6,305,3466.6,14,3466.6,4,
3466.7,56,3466.7,305,3466.7,14,3466.7,4,
3466.8,56,3466.8,305,3466.8,14,3466.8,4,
3466.9,56,3466.9,305,3466.9,14,3466.9,4,
3467,56,3467,305,3467,14,3467,4,
3467.1,56,3467.1,305,3467.1,14,3467.1,4,
3467.2,56,3467.2,305,3467.2,14,3467.2,4,
3467.3,56,3467.3,304,3467.3,14,3467.3,4,
3467.4,56,3467.4,304,3467.4,14,3467.4,4,
3467.5,56,3467.5,304,3467.5,14,3467.5,4,
3467.6,56,3467.6,304,3467.6,14,3467.6,4,
3467.7,57,3467.7,303,3467.7,13,3467.7,4,
3467.8,57,3467.8,304,3467.8,13,3467.8,4,
3467.9,57,3467.9,304,3467.9,13,3467.9,4,
3468,57,3468,304,3468,13,3468,4,
3468.1,57,3468.1,304,3468.1,13,3468.1,4,
3468.2,57,3468.2,304,3468.2,14,3468.2,4,
3468.3,57,3468.3,304,3468.3,15,3468.3,4,
3468.4,57,3468.4,304,3468.4,15,3468.4,4,
3468.5,57,3468.5,304,3468.5,15,3468.5,4,
3468.6,56,3468.6,304,3468.6,15,3468.6,4,
3468.7,56,3468.7,305,3468.7,15,3468.7,4,
3468.8,56,3468.8,305,3468.8,15,3468.8,4,
3468.9,56,3468.9,305,3468.9,15,3468.9,4,
3469,56,3469,305,3469,15,3469,4,
3469.1,56,3469.1,305,3469.1,15,3469.1,4,
3469.2,56,3469.2,305,3469.2,15,3469.2,4,
3469.3,56,3469.3,305,3469.3,15,3469.3,4,
3469.4,56,3469.4,305,3469.4,15,3469.4,4,
3469.5,56,3469.5,305,3469.5,15,3469.5,4,
3469.6,56,3469.6,305,3469.6,15,3469.6,4,
3469.7,56,3469.7,305,3469.7,15,3469.7,4,
3469.8,56,3469.8,305,3469.8,15,3469.8,4,
3469.9,56,3469.9,305,3469.9,15,3469.9,4,
3470,56,3470,305,3470,15,3470,4,
3470.1,56,3470.1,305,3470.1,15,3470.1,4,
3470.2,56,3470.2,305,3470.2,15,3470.2,4,
3470.3,56,3470.3,305,3470.3,15,3470.3,4,
3470.4,56,3470.4,305,3470.4,15,3470.4,4,
3470.5,56,3470.5,305,3470.5,15,3470.5,4,
3470.6,56,3470.6,305,3470.6,15,3470.6,4,
3470.7,56,3470.7,306,3470.7,15,3470.7,4,
3470.8,56,3470.8,306,3470.8,15,3470.8,4,
3470.9,56,3470.9,306,3470.9,15,3470.9,4,
3471,56,3471,306,3471,15,3471,4,
3471.1,56,3471.1,306,3471.1,15,3471.1,4,
3471.2,55,3471.2,306,3471.2,15,3471.2,4,
3471.3,55,3471.3,306,3471.3,15,3471.3,4,
3471.4,55,3471.4,306,3471.4,15,3471.4,4,
3471.5,55,3471.5,307,3471.5,15,3471.5,4,
3471.6,55,3471.6,307,3471.6,15,3471.6,4,
3471.7,55,3471.7,307,3471.7,15,3471.7,4,
3471.8,55,3471.8,307,3471.8,15,3471.8,4,
3471.9,55,3471.9,307,3471.9,15,3471.9,4,
3472,55,3472,307,3472,15,3472,4,
3472.1,55,3472.1,307,3472.1,15,3472.1,4,
3472.2,55,3472.2,307,3472.2,15,3472.2,4,
3472.3,55,3472.3,307,3472.3,15,3472.3,4,
3472.4,54,3472.4,307,3472.4,15,3472.4,4,
3472.5,54,3472.5,307,3472.5,15,3472.5,4,
3472.6,54,3472.6,307,3472.6,15,3472.6,4,
3472.7,54,3472.7,307,3472.7,15,3472.7,4,
3472.8,54,3472.8,307,3472.8,15,3472.8,4,
3472.9,54,3472.9,307,3472.9,15,3472.9,4,
3473,54,3473,307,3473,15,3473,4,
3473.1,54,3473.1,307,3473.1,15,3473.1,4,
3473.2,54,3473.2,307,3473.2,15,3473.2,4,
3473.3,54,3473.3,307,3473.3,16,3473.3,4,
3473.4,54,3473.4,307,3473.4,16,3473.4,4,
3473.5,54,3473.5,308,3473.5,15,3473.5,4,
3473.6,54,3473.6,308,3473.6,15,3473.6,4,
3473.7,54,3473.7,308,3473.7,15,3473.7,4,
3473.8,54,3473.8,308,3473.8,15,3473.8,4,
3473.9,54,3473.9,308,3473.9,15,3473.9,4,
3474,54,3474,308,3474,15,3474,4,
3474.1,54,3474.1,308,3474.1,15,3474.1,4,
3474.2,54,3474.2,308,3474.2,15,3474.2,4,
3474.3,54,3474.3,310,3474.3,14,3474.3,4,
3474.4,54,3474.4,311,3474.4,14,3474.4,4,
3474.5,55,3474.5,310,3474.5,14,3474.5,4,
3474.6,55,3474.6,310,3474.6,14,3474.6,4,
3474.7,56,3474.7,309,3474.7,14,3474.7,4,
3474.8,56,3474.8,309,3474.8,14,3474.8,4,
3474.9,56,3474.9,309,3474.9,14,3474.9,4,
3475,56,3475,309,3475,14,3475,4,
3475.1,56,3475.1,309,3475.1,14,3475.1,4,
3475.2,56,3475.2,310,3475.2,14,3475.2,4,
3475.3,56,3475.3,310,3475.3,14,3475.3,4,
3475.4,56,3475.4,310,3475.4,14,3475.4,4,
3475.5,56,3475.5,310,3475.5,14,3475.5,4,
3475.6,56,3475.6,310,3475.6,14,3475.6,4,
3475.7,56,3475.7,310,3475.7,14,3475.7,4,
3475.8,56,3475.8,311,3475.8,14,3475.8,4,
3475.9,56,3475.9,311,3475.9,14,3475.9,4,
3476,56,3476,311,3476,14,3476,4,
3476.1,56,3476.1,311,3476.1,14,3476.1,4,
3476.2,56,3476.2,311,3476.2,14,3476.2,4,
3476.3,56,3476.3,311,3476.3,14,3476.3,4,
3476.4,56,3476.4,311,3476.4,14,3476.4,4,
3476.5,56,3476.5,311,3476.5,14,3476.5,4,
3476.6,56,3476.6,311,3476.6,14,3476.6,4,
3476.7,56,3476.7,311,3476.7,14,3476.7,4,
3476.8,56,3476.8,311,3476.8,14,3476.8,4,
3476.9,56,3476.9,311,3476.9,14,3476.9,4,
3477,56,3477,311,3477,14,3477,4,
3477.1,56,3477.1,311,3477.1,14,3477.1,4,
3477.2,56,3477.2,311,3477.2,14,3477.2,4,
3477.3,56,3477.3,311,3477.3,14,3477.3,4,
3477.4,56,3477.4,311,3477.4,14,3477.4,4,
3477.5,56,3477.5,311,3477.5,14,3477.5,4,
3477.6,56,3477.6,311,3477.6,14,3477.6,4,
3477.7,56,3477.7,311,3477.7,14,3477.7,4,
3477.8,56,3477.8,311,3477.8,14,3477.8,4,
3477.9,56,3477.9,312,3477.9,14,3477.9,4,
3478,56,3478,312,3478,14,3478,4,
3478.1,56,3478.1,312,3478.1,14,3478.1,4,
3478.2,56,3478.2,312,3478.2,14,3478.2,4,
3478.3,56,3478.3,312,3478.3,14,3478.3,4,
3478.4,56,3478.4,312,3478.4,14,3478.4,4,
3478.5,56,3478.5,312,3478.5,14,3478.5,4,
3478.6,57,3478.6,311,3478.6,14,3478.6,4,
3478.7,57,3478.7,311,3478.7,14,3478.7,4,
3478.8,57,3478.8,311,3478.8,14,3478.8,4,
3478.9,58,3478.9,309,3478.9,14,3478.9,4,
3479,58,3479,309,3479,14,3479,4,
3479.1,57,3479.1,309,3479.1,14,3479.1,4,
3479.2,57,3479.2,310,3479.2,14,3479.2,4,
3479.3,57,3479.3,310,3479.3,14,3479.3,4,
3479.4,57,3479.4,310,3479.4,14,3479.4,4,
3479.5,57,3479.5,310,3479.5,14,3479.5,4,
3479.6,58,3479.6,309,3479.6,14,3479.6,4,
3479.7,58,3479.7,309,3479.7,14,3479.7,4,
3479.8,57,3479.8,309,3479.8,14,3479.8,4,
3479.9,57,3479.9,309,3479.9,14,3479.9,4,
3480,58,3480,307,3480,14,3480,4,
3480.1,58,3480.1,307,3480.1,14,3480.1,4,
3480.2,58,3480.2,307,3480.2,14,3480.2,4,
3480.3,58,3480.3,307,3480.3,14,3480.3,4,
3480.4,58,3480.4,307,3480.4,14,3480.4,4,
3480.5,58,3480.5,307,3480.5,14,3480.5,4,
3480.6,58,3480.6,307,3480.6,14,3480.6,4,
3480.7,58,3480.7,307,3480.7,14,3480.7,4,
3480.8,58,3480.8,307,3480.8,14,3480.8,4,
3480.9,58,3480.9,307,3480.9,14,3480.9,4,
3481,58,3481,307,3481,14,3481,4,
3481.1,58,3481.1,307,3481.1,14,3481.1,4,
3481.2,58,3481.2,307,3481.2,14,3481.2,4,
3481.3,58,3481.3,307,3481.3,14,3481.3,4,
3481.4,58,3481.4,307,3481.4,14,3481.4,4,
3481.5,58,3481.5,307,3481.5,14,3481.5,4,
3481.6,58,3481.6,307,3481.6,14,3481.6,4,
3481.7,58,3481.7,307,3481.7,14,3481.7,4,
3481.8,58,3481.8,307,3481.8,14,3481.8,4,
3481.9,58,3481.9,307,3481.9,14,3481.9,4,
3482,58,3482,307,3482,14,3482,4,
3482.1,58,3482.1,307,3482.1,14,3482.1,4,
3482.2,58,3482.2,307,3482.2,14,3482.2,4,
3482.3,58,3482.3,307,3482.3,14,3482.3,4,
3482.4,58,3482.4,307,3482.4,14,3482.4,4,
3482.5,58,3482.5,307,3482.5,14,3482.5,4,
3482.6,58,3482.6,307,3482.6,14,3482.6,4,
3482.7,58,3482.7,307,3482.7,14,3482.7,4,
3482.8,58,3482.8,307,3482.8,14,3482.8,4,
3482.9,57,3482.9,307,3482.9,14,3482.9,4,
3483,57,3483,307,3483,14,3483,4,
3483.1,57,3483.1,307,3483.1,14,3483.1,4,
3483.2,57,3483.2,307,3483.2,14,3483.2,4,
3483.3,57,3483.3,307,3483.3,14,3483.3,4,
3483.4,57,3483.4,307,3483.4,14,3483.4,4,
3483.5,57,3483.5,307,3483.5,14,3483.5,4,
3483.6,57,3483.6,307,3483.6,14,3483.6,4,
3483.7,57,3483.7,308,3483.7,14,3483.7,4,
3483.8,57,3483.8,308,3483.8,14,3483.8,4,
3483.9,57,3483.9,308,3483.9,14,3483.9,4,
3484,57,3484,308,3484,14,3484,4,
3484.1,57,3484.1,308,3484.1,14,3484.1,4,
3484.2,57,3484.2,308,3484.2,14,3484.2,4,
3484.3,57,3484.3,308,3484.3,14,3484.3,4,
3484.4,57,3484.4,308,3484.4,14,3484.4,4,
3484.5,57,3484.5,308,3484.5,14,3484.5,4,
3484.6,57,3484.6,308,3484.6,14,3484.6,4,
3484.7,57,3484.7,308,3484.7,14,3484.7,4,
3484.8,57,3484.8,308,3484.8,14,3484.8,4,
3484.9,57,3484.9,308,3484.9,14,3484.9,4,
3485,57,3485,308,3485,14,3485,4,
3485.1,57,3485.1,308,3485.1,14,3485.1,4,
3485.2,57,3485.2,308,3485.2,14,3485.2,4,
3485.3,57,3485.3,308,3485.3,14,3485.3,4,
3485.4,57,3485.4,308,3485.4,14,3485.4,4,
3485.5,57,3485.5,308,3485.5,14,3485.5,4,
3485.6,57,3485.6,308,3485.6,14,3485.6,4,
3485.7,57,3485.7,308,3485.7,14,3485.7,4,
3485.8,57,3485.8,308,3485.8,14,3485.8,4,
3485.9,57,3485.9,308,3485.9,14,3485.9,4,
3486,57,3486,308,3486,14,3486,4,
3486.1,57,3486.1,308,3486.1,14,3486.1,4,
3486.2,57,3486.2,310,3486.2,14,3486.2,4,
3486.3,57,3486.3,310,3486.3,14,3486.3,4,
3486.4,57,3486.4,310,3486.4,14,3486.4,4,
3486.5,57,3486.5,310,3486.5,14,3486.5,4,
3486.6,57,3486.6,310,3486.6,14,3486.6,4,
3486.7,57,3486.7,310,3486.7,14,3486.7,4,
3486.8,57,3486.8,310,3486.8,14,3486.8,4,
3486.9,57,3486.9,310,3486.9,14,3486.9,4,
3487,57,3487,310,3487,14,3487,4,
3487.1,57,3487.1,310,3487.1,14,3487.1,4,
3487.2,57,3487.2,310,3487.2,14,3487.2,4,
3487.3,57,3487.3,310,3487.3,14,3487.3,4,
3487.4,57,3487.4,310,3487.4,14,3487.4,4,
3487.5,57,3487.5,310,3487.5,14,3487.5,4,
3487.6,57,3487.6,310,3487.6,14,3487.6,4,
3487.7,57,3487.7,311,3487.7,14,3487.7,4,
3487.8,57,3487.8,311,3487.8,14,3487.8,4,
3487.9,57,3487.9,311,3487.9,14,3487.9,4,
3488,57,3488,311,3488,14,3488,4,
3488.1,57,3488.1,311,3488.1,14,3488.1,4,
3488.2,57,3488.2,311,3488.2,14,3488.2,4,
3488.3,58,3488.3,309,3488.3,14,3488.3,4,
3488.4,58,3488.4,309,3488.4,14,3488.4,4,
3488.5,58,3488.5,309,3488.5,14,3488.5,4,
3488.6,58,3488.6,310,3488.6,14,3488.6,4,
3488.7,58,3488.7,311,3488.7,14,3488.7,4,
3488.8,58,3488.8,311,3488.8,14,3488.8,4,
3488.9,58,3488.9,311,3488.9,14,3488.9,4,
3489,58,3489,311,3489,14,3489,4,
3489.1,58,3489.1,311,3489.1,14,3489.1,4,
3489.2,58,3489.2,311,3489.2,14,3489.2,4,
3489.3,58,3489.3,310,3489.3,14,3489.3,4,
3489.4,58,3489.4,310,3489.4,14,3489.4,4,
3489.5,58,3489.5,310,3489.5,14,3489.5,4,
3489.6,58,3489.6,311,3489.6,14,3489.6,4,
3489.7,58,3489.7,311,3489.7,14,3489.7,4,
3489.8,58,3489.8,311,3489.8,14,3489.8,4,
3489.9,58,3489.9,311,3489.9,14,3489.9,4,
3490,58,3490,311,3490,14,3490,4,
3490.1,58,3490.1,311,3490.1,14,3490.1,4,
3490.2,58,3490.2,311,3490.2,14,3490.2,4,
3490.3,58,3490.3,311,3490.3,14,3490.3,4,
3490.4,58,3490.4,311,3490.4,14,3490.4,4,
3490.5,58,3490.5,311,3490.5,14,3490.5,4,
3490.6,58,3490.6,311,3490.6,14,3490.6,4,
3490.7,58,3490.7,311,3490.7,14,3490.7,4,
3490.8,58,3490.8,310,3490.8,14,3490.8,4,
3490.9,58,3490.9,310,3490.9,14,3490.9,4,
3491,58,3491,310,3491,14,3491,4,
3491.1,58,3491.1,310,3491.1,14,3491.1,4,
3491.2,57,3491.2,310,3491.2,14,3491.2,4,
3491.3,57,3491.3,310,3491.3,14,3491.3,4,
3491.4,57,3491.4,310,3491.4,14,3491.4,4,
3491.5,57,3491.5,310,3491.5,14,3491.5,4,
3491.6,57,3491.6,310,3491.6,14,3491.6,4,
3491.7,57,3491.7,310,3491.7,14,3491.7,4,
3491.8,56,3491.8,310,3491.8,14,3491.8,4,
3491.9,56,3491.9,310,3491.9,14,3491.9,4,
3492,56,3492,310,3492,14,3492,4,
3492.1,56,3492.1,310,3492.1,14,3492.1,4,
3492.2,56,3492.2,310,3492.2,14,3492.2,4,
3492.3,56,3492.3,310,3492.3,14,3492.3,4,
3492.4,56,3492.4,310,3492.4,14,3492.4,4,
3492.5,56,3492.5,310,3492.5,14,3492.5,4,
3492.6,56,3492.6,310,3492.6,14,3492.6,4,
3492.7,55,3492.7,310,3492.7,14,3492.7,4,
3492.8,55,3492.8,310,3492.8,14,3492.8,4,
3492.9,55,3492.9,310,3492.9,14,3492.9,4,
3493,55,3493,310,3493,14,3493,4,
3493.1,55,3493.1,310,3493.1,14,3493.1,4,
3493.2,55,3493.2,310,3493.2,14,3493.2,4,
3493.3,55,3493.3,310,3493.3,14,3493.3,4,
3493.4,55,3493.4,310,3493.4,14,3493.4,4,
3493.5,55,3493.5,310,3493.5,14,3493.5,4,
3493.6,55,3493.6,310,3493.6,14,3493.6,4,
3493.7,55,3493.7,310,3493.7,14,3493.7,4,
3493.8,55,3493.8,310,3493.8,14,3493.8,4,
3493.9,55,3493.9,310,3493.9,14,3493.9,4,
3494,55,3494,310,3494,14,3494,4,
3494.1,55,3494.1,310,3494.1,14,3494.1,4,
3494.2,55,3494.2,310,3494.2,14,3494.2,4,
3494.3,55,3494.3,310,3494.3,14,3494.3,4,
3494.4,55,3494.4,311,3494.4,14,3494.4,4,
3494.5,55,3494.5,311,3494.5,14,3494.5,4,
3494.6,55,3494.6,311,3494.6,14,3494.6,4,
3494.7,55,3494.7,311,3494.7,14,3494.7,4,
3494.8,55,3494.8,311,3494.8,14,3494.8,4,
3494.9,55,3494.9,311,3494.9,14,3494.9,4,
3495,55,3495,312,3495,14,3495,4,
3495.1,55,3495.1,312,3495.1,14,3495.1,4,
3495.2,55,3495.2,312,3495.2,14,3495.2,4,
3495.3,56,3495.3,311,3495.3,14,3495.3,4,
3495.4,56,3495.4,311,3495.4,14,3495.4,4,
3495.5,56,3495.5,311,3495.5,14,3495.5,4,
3495.6,56,3495.6,311,3495.6,14,3495.6,4,
3495.7,56,3495.7,311,3495.7,14,3495.7,4,
3495.8,56,3495.8,311,3495.8,14,3495.8,4,
3495.9,56,3495.9,311,3495.9,14,3495.9,4,
3496,56,3496,311,3496,15,3496,4,
3496.1,56,3496.1,312,3496.1,14,3496.1,4,
3496.2,56,3496.2,313,3496.2,14,3496.2,4,
3496.3,56,3496.3,313,3496.3,14,3496.3,4,
3496.4,56,3496.4,313,3496.4,14,3496.4,4,
3496.5,56,3496.5,313,3496.5,14,3496.5,4,
3496.6,56,3496.6,313,3496.6,14,3496.6,4,
3496.7,56,3496.7,313,3496.7,14,3496.7,4,
3496.8,56,3496.8,313,3496.8,14,3496.8,4,
3496.9,56,3496.9,313,3496.9,14,3496.9,4,
3497,56,3497,313,3497,14,3497,4,
3497.1,57,3497.1,312,3497.1,14,3497.1,4,
3497.2,57,3497.2,312,3497.2,14,3497.2,4,
3497.3,58,3497.3,311,3497.3,14,3497.3,4,
3497.4,58,3497.4,311,3497.4,14,3497.4,4,
3497.5,58,3497.5,311,3497.5,14,3497.5,4,
3497.6,58,3497.6,311,3497.6,14,3497.6,4,
3497.7,58,3497.7,311,3497.7,14,3497.7,4,
3497.8,58,3497.8,311,3497.8,14,3497.8,4,
3497.9,58,3497.9,310,3497.9,14,3497.9,4,
3498,58,3498,310,3498,14,3498,4,
3498.1,58,3498.1,310,3498.1,14,3498.1,4,
3498.2,58,3498.2,310,3498.2,14,3498.2,4,
3498.3,58,3498.3,310,3498.3,14,3498.3,4,
3498.4,58,3498.4,310,3498.4,14,3498.4,4,
3498.5,58,3498.5,310,3498.5,14,3498.5,4,
3498.6,58,3498.6,310,3498.6,14,3498.6,4,
3498.7,58,3498.7,310,3498.7,14,3498.7,4,
3498.8,58,3498.8,311,3498.8,14,3498.8,4,
3498.9,57,3498.9,311,3498.9,14,3498.9,4,
3499,57,3499,311,3499,14,3499,4,
3499.1,57,3499.1,311,3499.1,14,3499.1,4,
3499.2,57,3499.2,310,3499.2,14,3499.2,4,
3499.3,57,3499.3,310,3499.3,14,3499.3,4,
3499.4,57,3499.4,310,3499.4,14,3499.4,4,
3499.5,57,3499.5,310,3499.5,14,3499.5,4,
3499.6,57,3499.6,310,3499.6,14,3499.6,4,
3499.7,57,3499.7,310,3499.7,14,3499.7,4,
3499.8,57,3499.8,310,3499.8,14,3499.8,4,
3499.9,57,3499.9,310,3499.9,14,3499.9,4,
3500,57,3500,310,3500,14,3500,4,
3500.1,57,3500.1,310,3500.1,14,3500.1,4,
3500.2,57,3500.2,310,3500.2,14,3500.2,4,
3500.3,57,3500.3,310,3500.3,14,3500.3,4,
3500.4,57,3500.4,310,3500.4,14,3500.4,4,
3500.5,57,3500.5,310,3500.5,14,3500.5,4,
3500.6,57,3500.6,310,3500.6,14,3500.6,4,
3500.7,57,3500.7,310,3500.7,14,3500.7,4,
3500.8,57,3500.8,310,3500.8,14,3500.8,4,
3500.9,57,3500.9,310,3500.9,14,3500.9,4,
3501,57,3501,310,3501,14,3501,4,
3501.1,57,3501.1,310,3501.1,14,3501.1,4,
3501.2,57,3501.2,310,3501.2,14,3501.2,4,
3501.3,57,3501.3,310,3501.3,14,3501.3,4,
3501.4,57,3501.4,310,3501.4,14,3501.4,4,
3501.5,57,3501.5,310,3501.5,14,3501.5,4,
3501.6,57,3501.6,310,3501.6,14,3501.6,4,
3501.7,57,3501.7,310,3501.7,14,3501.7,4,
3501.8,57,3501.8,310,3501.8,14,3501.8,4,
3501.9,57,3501.9,311,3501.9,14,3501.9,4,
3502,57,3502,311,3502,14,3502,4,
3502.1,57,3502.1,311,3502.1,14,3502.1,4,
3502.2,57,3502.2,311,3502.2,14,3502.2,4,
3502.3,57,3502.3,311,3502.3,14,3502.3,4,
3502.4,57,3502.4,311,3502.4,14,3502.4,4,
3502.5,57,3502.5,311,3502.5,14,3502.5,4,
3502.6,57,3502.6,311,3502.6,14,3502.6,4,
3502.7,57,3502.7,311,3502.7,14,3502.7,4,
3502.8,57,3502.8,311,3502.8,14,3502.8,4,
3502.9,57,3502.9,311,3502.9,14,3502.9,4,
3503,57,3503,311,3503,14,3503,4,
3503.1,57,3503.1,311,3503.1,14,3503.1,4,
3503.2,57,3503.2,311,3503.2,14,3503.2,4,
3503.3,57,3503.3,311,3503.3,14,3503.3,4,
3503.4,57,3503.4,311,3503.4,14,3503.4,4,
3503.5,57,3503.5,311,3503.5,14,3503.5,4,
3503.6,56,3503.6,311,3503.6,14,3503.6,4,
3503.7,56,3503.7,311,3503.7,14,3503.7,4,
3503.8,56,3503.8,311,3503.8,14,3503.8,4,
3503.9,56,3503.9,311,3503.9,14,3503.9,4,
3504,56,3504,311,3504,14,3504,4,
3504.1,56,3504.1,311,3504.1,14,3504.1,4,
3504.2,56,3504.2,311,3504.2,14,3504.2,4,
3504.3,56,3504.3,311,3504.3,14,3504.3,4,
3504.4,56,3504.4,311,3504.4,14,3504.4,4,
3504.5,56,3504.5,311,3504.5,14,3504.5,4,
3504.6,56,3504.6,311,3504.6,14,3504.6,4,
3504.7,56,3504.7,311,3504.7,14,3504.7,4,
3504.8,56,3504.8,311,3504.8,14,3504.8,4,
3504.9,56,3504.9,311,3504.9,14,3504.9,4,
3505,56,3505,311,3505,14,3505,4,
3505.1,56,3505.1,311,3505.1,14,3505.1,4,
3505.2,56,3505.2,311,3505.2,14,3505.2,4,
3505.3,56,3505.3,311,3505.3,14,3505.3,4,
3505.4,56,3505.4,311,3505.4,14,3505.4,4,
3505.5,57,3505.5,310,3505.5,14,3505.5,4,
3505.6,58,3505.6,309,3505.6,14,3505.6,4,
3505.7,57,3505.7,309,3505.7,14,3505.7,4,
3505.8,57,3505.8,309,3505.8,14,3505.8,4,
3505.9,57,3505.9,309,3505.9,14,3505.9,4,
3506,57,3506,309,3506,14,3506,4,
3506.1,57,3506.1,309,3506.1,14,3506.1,4,
3506.2,57,3506.2,309,3506.2,14,3506.2,4,
3506.3,57,3506.3,309,3506.3,14,3506.3,4,
3506.4,57,3506.4,309,3506.4,14,3506.4,4,
3506.5,57,3506.5,309,3506.5,14,3506.5,4,
3506.6,57,3506.6,309,3506.6,14,3506.6,4,
3506.7,57,3506.7,309,3506.7,14,3506.7,4,
3506.8,57,3506.8,309,3506.8,14,3506.8,4,
3506.9,57,3506.9,308,3506.9,14,3506.9,4,
3507,57,3507,308,3507,14,3507,4,
3507.1,57,3507.1,308,3507.1,14,3507.1,4,
3507.2,57,3507.2,308,3507.2,14,3507.2,4,
3507.3,57,3507.3,308,3507.3,14,3507.3,4,
3507.4,57,3507.4,308,3507.4,14,3507.4,4,
3507.5,57,3507.5,308,3507.5,14,3507.5,4,
3507.6,57,3507.6,308,3507.6,14,3507.6,4,
3507.7,57,3507.7,308,3507.7,14,3507.7,4,
3507.8,57,3507.8,307,3507.8,14,3507.8,4,
3507.9,57,3507.9,307,3507.9,14,3507.9,4,
3508,57,3508,307,3508,14,3508,4,
3508.1,57,3508.1,307,3508.1,14,3508.1,4,
3508.2,57,3508.2,307,3508.2,14,3508.2,4,
3508.3,57,3508.3,307,3508.3,14,3508.3,4,
3508.4,57,3508.4,307,3508.4,14,3508.4,4,
3508.5,57,3508.5,307,3508.5,14,3508.5,4,
3508.6,57,3508.6,307,3508.6,14,3508.6,4,
3508.7,57,3508.7,307,3508.7,14,3508.7,4,
3508.8,57,3508.8,307,3508.8,14,3508.8,4,
3508.9,57,3508.9,307,3508.9,14,3508.9,4,
3509,57,3509,307,3509,14,3509,4,
3509.1,57,3509.1,307,3509.1,14,3509.1,4,
3509.2,57,3509.2,307,3509.2,14,3509.2,4,
3509.3,57,3509.3,308,3509.3,14,3509.3,4,
3509.4,57,3509.4,308,3509.4,14,3509.4,4,
3509.5,57,3509.5,308,3509.5,14,3509.5,4,
3509.6,57,3509.6,308,3509.6,14,3509.6,4,
3509.7,57,3509.7,308,3509.7,14,3509.7,4,
3509.8,57,3509.8,308,3509.8,14,3509.8,4,
3509.9,56,3509.9,308,3509.9,14,3509.9,4,
3510,56,3510,308,3510,14,3510,4,
3510.1,56,3510.1,308,3510.1,14,3510.1,4,
3510.2,56,3510.2,308,3510.2,14,3510.2,4,
3510.3,56,3510.3,308,3510.3,14,3510.3,4,
3510.4,56,3510.4,308,3510.4,14,3510.4,4,
3510.5,56,3510.5,308,3510.5,14,3510.5,4,
3510.6,56,3510.6,308,3510.6,14,3510.6,4,
3510.7,56,3510.7,308,3510.7,14,3510.7,4,
3510.8,55,3510.8,308,3510.8,14,3510.8,4,
3510.9,55,3510.9,308,3510.9,14,3510.9,4,
3511,55,3511,308,3511,14,3511,4,
3511.1,55,3511.1,308,3511.1,14,3511.1,4,
3511.2,55,3511.2,308,3511.2,14,3511.2,4,
3511.3,55,3511.3,308,3511.3,14,3511.3,4,
3511.4,54,3511.4,308,3511.4,14,3511.4,4,
3511.5,54,3511.5,308,3511.5,14,3511.5,4,
3511.6,54,3511.6,308,3511.6,14,3511.6,4,
